Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
1,1.8427643940221294,1.783534565501743,0.2410280477031802,0.25863991081382387
2,1.7114032620675994,1.5597095908059013,0.3247018551236749,0.3971571906354515
3,1.5842347484700672,1.4689938060442607,0.390625,0.4406354515050167
4,1.5067510763084508,1.3935630350642734,0.4285832597173145,0.47268673355629875
5,1.4489385486965465,1.3492753150728014,0.45119257950530034,0.48857302118171686
6,1.3887916263916888,1.2559761571884156,0.47543065371024734,0.5289855072463768
7,1.3424730977247545,1.218649988439348,0.4932089222614841,0.5465440356744704
8,1.297216775481566,1.174438648753696,0.5156802120141343,0.5557413600891862
9,1.249795312700339,1.1316816565725538,0.5385655918727915,0.5716276477146043
10,1.1987072895462016,1.097238889137904,0.5577241607773852,0.5872352285395763
11,1.1613076292636537,1.064396432770623,0.5721621024734982,0.60479375696767
12,1.108216723683866,0.997467378642824,0.5924801236749117,0.6243032329988851
13,1.0759994238483401,0.9665091031127506,0.6081879416961131,0.6527313266443702
14,1.0294043697127184,0.9575019450982412,0.6258281802120141,0.6457636566332219
15,0.9921626999658325,0.9155721957153744,0.6405421819787986,0.669732441471572
16,0.949629099190551,0.9119154433409373,0.6555598498233216,0.6669453734671126
17,0.9116284043228668,0.890018453862932,0.6709087897526502,0.6736343366778149
18,0.874774637628781,0.8694552369912465,0.6861749116607774,0.6858974358974359
19,0.8299313610413049,0.8564717291461097,0.7070726590106007,0.6886845039018952
20,0.8026972899456959,0.7702303556601207,0.7170936395759717,0.7290969899665551
21,0.7588557941319138,0.7699815200434791,0.7325253975265018,0.7226867335562988
22,0.725175874143207,0.7670484782589806,0.7466320671378092,0.7238015607580826
23,0.6942793021748639,0.7370980245537228,0.7578125,0.7352285395763657
24,0.6495224969501051,0.6982935213711526,0.7752594964664311,0.7539018952062431
25,0.6274323057788078,0.6767235743999481,0.7819401501766784,0.7661649944258639
26,0.5885590816002221,0.7029030351175203,0.7943352473498233,0.7644927536231884
27,0.5612937678326276,0.6603160362773471,0.8096013692579506,0.770066889632107
28,0.5289948806199558,0.6366246262027158,0.819705167844523,0.7812151616499443
29,0.49812198184305545,0.6039876415001022,0.8310236307420494,0.794314381270903
30,0.469097992127215,0.6047844011253781,0.8389189487632509,0.7979375696767002
31,0.447136157753387,0.6042170543140836,0.8470627208480566,0.7990523968784838
32,0.4117042775868106,0.5882650998565886,0.8591541519434629,0.8060200668896321
33,0.40296742474403585,0.5367808712191052,0.8647029593639576,0.8182831661092531
34,0.38822848853151654,0.5560693878266546,0.8673255300353356,0.8163322185061316
35,0.3498221027097984,0.538699725402726,0.8811009275618374,0.8244147157190636
36,0.33379751299392735,0.5445587654080656,0.8885545494699647,0.8263656633221851
37,0.31865303429969105,0.511294367156095,0.8922813604240283,0.8397435897435898
38,0.3055660487078591,0.5164588692122035,0.8982442579505301,0.8391861761426979
39,0.2802353874640786,0.4897138106036517,0.9080996024734982,0.8458751393534002
40,0.2739288674053726,0.5258012517955568,0.9090934187279152,0.8419732441471572
41,0.2553056403439222,0.47443937255276575,0.9140348939929329,0.8536789297658863
42,0.2409627219238779,0.4864662677215205,0.9191972173144877,0.8559085841694537
43,0.22906356338389355,0.47838056184765365,0.9252981448763251,0.8623188405797102
44,0.22398653142649907,0.5107813982996676,0.9257398409893993,0.846711259754738
45,0.2191421514695392,0.4492559062875807,0.9277550795053003,0.8651059085841695
46,0.20483573612859043,0.4875188430315918,0.9325585247349824,0.8575808249721293
47,0.18490515642006744,0.47910516149881816,0.9387698763250883,0.8603678929765887
48,0.186119136167793,0.4659706973450051,0.9386870583038869,0.8634336677814939
49,0.17217227537668303,0.5096801253697938,0.9428279593639576,0.8609253065774805
50,0.16758262722532088,0.4754664604013346,0.9453125,0.8664994425863991
51,0.1709548840539895,0.43026029099606805,0.9434352915194346,0.8773690078037905
52,0.15321381934788883,0.43189753444658385,0.9496190371024735,0.8715161649944259
53,0.14816179499549456,0.4285398025272621,0.9514686395759717,0.8784838350055741
54,0.13911335165024152,0.4434890411918362,0.9550574204946997,0.8720735785953178
55,0.1377562182805194,0.4188969272292323,0.9555819346289752,0.882943143812709
56,0.1275216261994064,0.4588308878718979,0.9584253533568905,0.8734671125975474
57,0.1319338041645135,0.4178698678692389,0.9581492932862191,0.8835005574136009
58,0.12498919000418124,0.44385782167005045,0.9607166519434629,0.882664437012263
59,0.11784941290760582,0.4646145100519061,0.963145980565371,0.8782051282051282
60,0.11664621661241432,0.4606503537618038,0.9637533127208481,0.8737458193979933
61,0.10966965775217885,0.45658518128148795,0.9650507950530035,0.8743032329988851
62,0.10962125881230893,0.44835513058532445,0.9646919169611308,0.8804347826086957
63,0.06854552274704513,0.384428166884722,0.9779428003533569,0.9007803790412486
64,0.04919620426622624,0.4055174986391406,0.9844854240282686,0.9057971014492754
65,0.04875006180108528,0.3952272237299217,0.9842093639575972,0.9049609810479375
66,0.0422371573515302,0.3915172266871539,0.9870251766784452,0.907190635451505
67,0.04338584387900572,0.37395668455179676,0.9866386925795053,0.9127647714604237
68,0.03868952981944341,0.38882005424135263,0.9879361749116607,0.9136008918617614
69,0.03637782649532102,0.40545771363155736,0.9878533568904594,0.9094202898550725
70,0.03539552639241609,0.4244466777571749,0.9884606890459364,0.9060758082497213
71,0.035848809075961705,0.39558254127400383,0.988571113074205,0.9108138238573021
72,0.03321733325855454,0.4007489247228821,0.9892888692579506,0.9088628762541806
73,0.03305355296489668,0.37360057223234133,0.9893440812720848,0.9161092530657748
74,0.03254810019155779,0.4042974916110658,0.989785777385159,0.9105351170568562
75,0.03211736081476783,0.41716118407579617,0.9896753533568905,0.9083054626532887
76,0.028413475721732515,0.4383970903318065,0.9908071996466431,0.9083054626532887
77,0.03106081416952569,0.39813537486039824,0.989979019434629,0.9133221850613155
78,0.03384513486276266,0.4092940607178025,0.9892612632508834,0.9122073578595318
79,0.02472790691395639,0.37153787061699806,0.9917181978798587,0.9191750278706801
80,0.01979688964950562,0.3811788119360184,0.9931537102473498,0.9183389074693422
81,0.01906798160681631,0.3797798087830112,0.9940371024734982,0.9180602006688964
82,0.017953506237191816,0.4013193215061458,0.9944787985865724,0.9161092530657748
83,0.01861615373277924,0.37718361163002556,0.9937334363957597,0.9180602006688964
84,0.016079068699903797,0.3782633813481597,0.9950861307420494,0.923355629877369
85,0.01566936105884802,0.38446021052919,0.994782464664311,0.9247491638795987
86,0.01599635826359071,0.3958421978803194,0.994589222614841,0.9211259754738016
87,0.015106359215635837,0.38390907653588024,0.9951689487632509,0.9191750278706801
88,0.015243296453729205,0.3794612668783197,0.9949204946996466,0.923355629877369
89,0.013650268636287327,0.38080925589052234,0.9953621908127208,0.9250278706800446
90,0.014979385256085742,0.3964861476778848,0.9951413427561837,0.9253065774804905
91,0.014439570364852572,0.37916055944434546,0.9948376766784452,0.9244704570791528
92,0.014732988672404619,0.38874859688040386,0.9951137367491166,0.9247491638795987
93,0.013046865512881213,0.3943856956022339,0.9953621908127208,0.9225195094760312
94,0.013506131719491261,0.3833810552713031,0.9951689487632509,0.9264214046822743
95,0.01318629671152896,0.3948296486010238,0.9953621908127208,0.9216833890746934
96,0.013762119815452787,0.38929806605705786,0.9951413427561837,0.9239130434782609
97,0.013635756041314907,0.39437314827690395,0.9953069787985865,0.9219620958751393
98,0.013196527975521651,0.38608371263634883,0.9956382508833922,0.9230769230769231
99,0.013009248601814344,0.3849081684042984,0.9955554328621908,0.9278149386845039
100,0.012894165475562604,0.3962158134300019,0.9953621908127208,0.927257525083612
101,0.01311657465154851,0.4096032280089437,0.9955554328621908,0.9241917502787068
102,0.013648456064786974,0.3784655187201861,0.995196554770318,0.9283723522853957
103,0.0104027259718899,0.3922554568694128,0.9964664310954063,0.9264214046822743
104,0.01181094837463926,0.39360795657733333,0.9959419169611308,0.9283723522853957
105,0.012239582409202107,0.3963963692060012,0.9958590989399293,0.9261426978818283
106,0.012821082281367123,0.4018945337755334,0.9955554328621908,0.9261426978818283
107,0.013391845312761438,0.3966142649886711,0.9950309187279152,0.9230769230769231
108,0.010719775635358555,0.38875874677339095,0.9963284010600707,0.9261426978818283
109,0.010861125534391681,0.3921352041532454,0.9962179770318021,0.9241917502787068
